id,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
1186,INV2185,S572,Pencil,31,2025-08-07,76.74,C653,France
1187,INV2186,S997,Eraser,48,2025-11-17,58.25,C392,India
1188,INV2187,S456,Marker,22,2025-04-28,65.19,C853,France
1189,INV2188,S691,Marker,21,2025-07-14,60.73,C770,UK
1190,INV2189,S721,Marker,38,2025-03-17,82.12,C664,UK
1191,INV2190,S175,Pencil,44,2025-09-20,48.92,C157,India
1192,INV2191,S478,Stapler,49,2025-01-25,19.28,C803,India
1193,INV2192,S738,Pencil,10,2025-05-19,7.51,C830,France
1194,INV2193,S793,Marker,34,2025-05-13,91.59,C149,Germany
1195,INV2194,S285,Notebook,9,2025-02-24,80.15,C158,Germany
1196,INV2195,S696,Stapler,11,2025-09-27,87.97,C745,UK
1197,INV2196,S577,Notebook,47,2025-01-26,17.23,C711,France
1198,INV2197,S946,Pencil,27,2025-05-21,42.39,C886,USA
1199,INV2198,S883,Pen,39,2025-04-15,17.92,C761,USA
1200,INV2199,S736,Notebook,11,2025-06-02,4.35,C929,India
1201,INV2200,S646,Eraser,44,2025-08-09,3.68,C452,India
1202,INV2201,S989,Notebook,18,2025-11-04,66.83,C969,India
1203,INV2202,S160,Eraser,44,2025-01-14,20.17,C290,USA
1204,INV2203,S744,Pencil,39,2025-02-25,41.92,C954,France
1205,INV2204,S157,Pencil,24,2025-07-17,36.24,C685,Germany
1206,INV2205,S964,Ruler,13,2025-10-12,66.97,C144,France
1207,INV2206,S298,Stapler,38,2025-06-12,25.9,C161,Germany
1208,INV2207,S993,Pencil,9,2025-10-25,78.04,C857,USA
1209,INV2208,S533,Pencil,30,2025-03-21,26.07,C567,UK
1210,INV2209,S940,Stapler,43,2025-05-27,75.88,C779,France
1211,INV2210,S432,Stapler,11,2025-05-14,68.75,C825,France
1212,INV2211,S437,Eraser,50,2025-09-05,18.4,C470,India
1213,INV2212,S658,Notebook,14,2025-08-23,87.12,C526,France
1214,INV2213,S778,Ruler,38,2025-02-05,94.01,C874,USA
1215,INV2214,S380,Pen,6,2025-01-23,80.57,C967,India
1216,INV2215,S295,Eraser,9,2025-10-16,57.93,C389,UK
1217,INV2216,S962,Pen,11,2025-02-28,40.33,C730,France
1218,INV2217,S210,Eraser,9,2025-01-12,24.73,C344,UK
1219,INV2218,S237,Pen,49,2025-09-17,99.41,C803,France
1220,INV2219,S468,Pen,32,2025-09-08,15.3,C645,France
1221,INV2220,S873,Eraser,14,2025-04-02,45.8,C472,France
1222,INV2221,S139,Pencil,25,2025-12-12,14.26,C419,Germany
1223,INV2222,S145,Pen,20,2025-07-27,92.27,C808,UK
1224,INV2223,S302,Stapler,42,2025-05-06,85.7,C529,Germany
1225,INV2224,S517,Pen,29,2025-05-06,61.88,C712,France
1226,INV2225,S907,Stapler,12,2025-03-18,9.0,C133,India
1227,INV2226,S361,Marker,33,2025-08-15,63.71,C284,France
1228,INV2227,S147,Pen,21,2025-04-26,55.65,C308,Germany
1229,INV2228,S344,Ruler,41,2025-10-12,11.03,C212,Germany
1230,INV2229,S867,Pen,9,2025-08-29,77.96,C194,UK
1231,INV2230,S658,Ruler,33,2025-10-12,20.91,C849,UK
1232,INV2231,S729,Notebook,32,2025-08-24,34.71,C569,USA
1233,INV2232,S903,Ruler,2,2025-12-28,28.51,C154,Germany
1234,INV2233,S520,Pen,2,2025-06-26,24.17,C859,India
1235,INV2234,S434,Eraser,50,2025-08-04,87.1,C786,France
1236,INV2235,S892,Eraser,10,2025-02-03,90.26,C742,Germany
1237,INV2236,S571,Eraser,8,2026-01-01,82.0,C224,USA
1238,INV2237,S101,Eraser,19,2025-02-11,23.58,C906,UK
1239,INV2238,S281,Notebook,44,2025-10-26,76.54,C571,India
1240,INV2239,S982,Ruler,13,2025-02-16,94.38,C619,Germany
1241,INV2240,S700,Eraser,43,2025-07-30,36.24,C907,France
1242,INV2241,S875,Pen,11,2025-02-09,2.55,C394,USA
1243,INV2242,S732,Marker,17,2025-08-30,53.19,C480,Germany
1244,INV2243,S827,Marker,11,2025-08-15,28.83,C193,USA
1245,INV2244,S241,Ruler,11,2025-11-01,56.73,C455,USA
1246,INV2245,S456,Stapler,2,2025-10-05,84.31,C247,USA
1247,INV2246,S927,Eraser,14,2025-08-04,53.83,C813,India
1248,INV2247,S117,Stapler,36,2025-12-09,42.15,C432,Germany
1249,INV2248,S362,Pen,4,2025-10-08,79.11,C228,India
1250,INV2249,S386,Pencil,37,2025-06-16,34.28,C682,Germany
1251,INV2250,S131,Notebook,47,2025-06-17,39.95,C852,UK
1252,INV2251,S577,Marker,3,2025-02-02,98.09,C257,Germany
1253,INV2252,S426,Pen,14,2025-04-10,58.03,C807,France
1254,INV2253,S194,Notebook,15,2025-11-16,98.37,C784,France
1255,INV2254,S527,Pen,42,2025-08-23,52.53,C943,USA
1256,INV2255,S267,Ruler,20,2025-01-19,89.32,C413,France
1257,INV2256,S289,Ruler,48,2025-09-25,2.42,C263,USA
1258,INV2257,S595,Notebook,6,2025-10-01,11.33,C691,France
1259,INV2258,S870,Ruler,49,2025-02-20,55.46,C900,India
1260,INV2259,S284,Pen,3,2025-09-29,3.41,C351,France
1261,INV2260,S104,Stapler,36,2025-04-12,20.14,C979,France
1262,INV2261,S760,Ruler,1,2025-05-04,24.43,C991,USA
1263,INV2262,S666,Eraser,44,2025-04-11,2.03,C749,USA
1264,INV2263,S462,Stapler,11,2025-03-15,81.09,C824,France
1265,INV2264,S364,Eraser,37,2025-03-15,66.05,C501,India
1266,INV2265,S213,Stapler,1,2025-07-28,72.57,C257,Germany
1267,INV2266,S721,Eraser,21,2025-08-13,59.23,C472,France
1268,INV2267,S854,Notebook,31,2025-07-12,72.9,C374,Germany
1269,INV2268,S937,Marker,36,2025-07-31,32.01,C914,UK
1270,INV2269,S967,Stapler,11,2025-06-30,81.63,C512,France
1271,INV2270,S272,Pencil,19,2025-11-02,34.27,C286,India
1272,INV2271,S393,Stapler,13,2025-06-02,47.41,C265,Germany
1273,INV2272,S764,Eraser,42,2025-05-01,86.68,C811,India
1274,INV2273,S353,Ruler,2,2025-12-10,14.13,C563,India
1275,INV2274,S122,Pen,23,2025-11-05,4.31,C946,UK
1276,INV2275,S471,Eraser,37,2025-02-16,49.09,C250,USA
1277,INV2276,S130,Marker,6,2025-12-03,93.85,C680,Germany
1278,INV2277,S420,Eraser,5,2025-12-08,63.59,C219,USA
1279,INV2278,S364,Notebook,37,2025-07-20,6.46,C494,India
1280,INV2279,S200,Notebook,31,2025-09-27,54.49,C409,UK
1281,INV2280,S239,Ruler,37,2025-01-30,74.5,C842,France
1282,INV2281,S271,Stapler,34,2025-02-04,80.41,C355,USA
1283,INV2282,S324,Notebook,35,2025-05-20,68.95,C750,UK
1284,INV2283,S196,Pen,41,2025-05-12,45.24,C919,UK
1285,INV2284,S139,Marker,6,2025-01-25,55.97,C630,France
1286,INV2285,S958,Stapler,13,2025-12-24,49.15,C838,France
1287,INV2286,S231,Pencil,49,2025-02-23,24.7,C773,USA
1288,INV2287,S465,Pencil,49,2025-11-18,76.5,C519,France
1289,INV2288,S224,Pen,49,2025-05-24,12.1,C239,France
1290,INV2289,S257,Ruler,12,2025-10-27,83.06,C919,USA
1291,INV2290,S643,Notebook,26,2025-01-31,67.1,C943,USA
1292,INV2291,S569,Pencil,47,2025-05-09,12.61,C998,UK
1293,INV2292,S303,Pen,19,2025-08-10,95.9,C178,France
1294,INV2293,S404,Marker,1,2025-01-24,93.96,C640,UK
1295,INV2294,S750,Pencil,33,2025-10-25,30.25,C628,India
1296,INV2295,S652,Ruler,4,2025-12-05,29.79,C242,India
1297,INV2296,S205,Notebook,35,2025-04-10,5.3,C495,USA
1298,INV2297,S719,Notebook,24,2025-04-26,58.51,C467,UK
1299,INV2298,S782,Marker,2,2025-10-09,32.56,C521,Germany
1300,INV2299,S251,Stapler,39,2025-08-05,70.65,C138,USA
1301,INV2300,S241,Eraser,25,2025-12-24,38.98,C427,UK
1302,INV2301,S686,Ruler,24,2025-05-17,35.98,C736,France
1303,INV2302,S165,Marker,41,2025-11-29,95.85,C630,UK
1304,INV2303,S262,Pencil,22,2025-01-18,6.91,C787,France
1305,INV2304,S487,Pencil,42,2025-10-14,70.65,C403,India
1306,INV2305,S494,Stapler,31,2025-09-03,9.29,C689,Germany
1307,INV2306,S656,Pen,18,2025-04-05,79.04,C253,France
1308,INV2307,S837,Ruler,40,2025-02-05,67.93,C358,India
1309,INV2308,S611,Stapler,33,2025-06-25,63.9,C267,Germany
1310,INV2309,S283,Ruler,1,2025-02-12,45.96,C146,India
1311,INV2310,S730,Pencil,43,2025-05-28,45.0,C924,Germany
1312,INV2311,S876,Pencil,15,2025-08-04,12.77,C588,USA
1313,INV2312,S379,Eraser,31,2025-01-21,51.36,C131,France
1314,INV2313,S825,Pen,29,2025-08-13,70.74,C531,USA
1315,INV2314,S425,Stapler,47,2025-06-09,66.9,C168,UK
1316,INV2315,S348,Notebook,38,2025-01-19,6.4,C528,India
1317,INV2316,S845,Ruler,38,2025-07-30,10.58,C656,Germany
1318,INV2317,S379,Pencil,28,2025-11-11,83.68,C468,India
1319,INV2318,S704,Marker,50,2025-03-31,61.54,C901,Germany
1320,INV2319,S925,Notebook,4,2025-04-19,15.17,C243,USA
1321,INV2320,S968,Marker,49,2025-07-22,55.68,C698,USA
1322,INV2321,S664,Notebook,37,2025-09-01,93.67,C697,Germany
1323,INV2322,S734,Eraser,6,2025-02-26,13.46,C410,Germany
1324,INV2323,S973,Eraser,22,2025-04-29,15.72,C371,India
1325,INV2324,S930,Ruler,18,2025-07-19,13.95,C333,Germany
1326,INV2325,S531,Notebook,41,2025-10-25,2.75,C860,India
1327,INV2326,S153,Eraser,2,2025-11-21,86.66,C578,Germany
1328,INV2327,S494,Stapler,34,2025-12-13,73.09,C573,UK
1329,INV2328,S208,Stapler,18,2025-03-03,70.84,C598,USA
1330,INV2329,S794,Pen,26,2025-01-13,96.39,C158,UK
1331,INV2330,S558,Marker,33,2025-05-23,55.23,C265,India
1332,INV2331,S306,Marker,21,2025-11-11,75.53,C961,India
1333,INV2332,S248,Ruler,22,2025-04-08,13.18,C318,USA
1334,INV2333,S190,Pen,36,2025-08-11,99.61,C157,Germany
1335,INV2334,S402,Pen,30,2025-08-24,62.43,C743,Germany
1336,INV2335,S194,Eraser,16,2025-10-09,93.88,C974,Germany
1337,INV2336,S257,Notebook,5,2025-12-28,27.42,C370,Germany
1338,INV2337,S374,Ruler,12,2025-07-02,21.61,C495,UK
1339,INV2338,S175,Stapler,9,2025-05-24,70.06,C314,India
1340,INV2339,S267,Marker,49,2025-02-27,28.26,C677,India
1341,INV2340,S377,Ruler,44,2025-11-06,51.71,C890,India
1342,INV2341,S205,Stapler,3,2025-10-28,32.08,C881,India
1343,INV2342,S626,Notebook,26,2025-03-06,57.92,C978,USA
1344,INV2343,S488,Eraser,43,2025-03-16,87.83,C984,USA
1345,INV2344,S715,Pen,17,2025-04-04,81.5,C363,UK
1346,INV2345,S961,Ruler,21,2025-11-30,45.71,C419,India
1347,INV2346,S555,Eraser,26,2025-08-10,80.67,C393,UK
1348,INV2347,S109,Pencil,10,2025-09-23,11.63,C320,UK
1349,INV2348,S702,Marker,34,2025-12-31,83.29,C215,India
1350,INV2349,S954,Marker,42,2025-11-29,26.4,C615,Germany
1351,INV2350,S156,Eraser,38,2025-08-03,31.18,C643,UK
1352,INV2351,S595,Pen,39,2025-03-25,36.73,C612,UK
1353,INV2352,S655,Notebook,43,2025-04-13,88.77,C761,India
1354,INV2353,S239,Pencil,9,2025-12-03,40.62,C120,France
1355,INV2354,S143,Pen,30,2025-09-08,22.68,C330,France
1356,INV2355,S844,Pen,44,2025-11-08,18.15,C664,USA
1357,INV2356,S538,Ruler,6,2025-01-19,99.85,C951,India
1358,INV2357,S146,Pencil,26,2025-04-05,26.72,C237,UK
1359,INV2358,S559,Pen,8,2025-11-01,99.68,C849,USA
1360,INV2359,S394,Pen,19,2025-03-10,57.93,C308,India
1361,INV2360,S884,Marker,42,2025-10-16,31.84,C300,France
1362,INV2361,S929,Notebook,16,2025-05-15,64.27,C858,France
1363,INV2362,S439,Stapler,31,2025-08-05,35.86,C939,India
1364,INV2363,S114,Notebook,31,2025-06-29,44.74,C780,UK
1365,INV2364,S687,Pencil,7,2025-07-31,78.87,C374,France
1366,INV2365,S923,Notebook,2,2025-12-11,51.35,C252,India
1367,INV2366,S468,Marker,2,2025-01-15,6.13,C103,UK
1368,INV2367,S188,Marker,45,2025-12-23,97.29,C292,USA
1369,INV2368,S998,Notebook,46,2025-12-23,34.63,C358,USA
1370,INV2369,S300,Pencil,43,2025-06-18,32.4,C239,India
1371,INV2370,S365,Stapler,22,2025-09-02,55.91,C467,India
1372,INV2371,S666,Eraser,29,2025-09-06,51.64,C774,France
1373,INV2372,S364,Ruler,33,2025-04-24,14.92,C772,France
1374,INV2373,S825,Ruler,15,2025-04-26,33.53,C722,France
1375,INV2374,S866,Pencil,9,2025-11-11,15.11,C809,UK
1376,INV2375,S704,Ruler,48,2025-12-29,63.69,C446,Germany
1377,INV2376,S352,Marker,27,2025-08-05,64.7,C496,USA
1378,INV2377,S588,Pencil,26,2025-02-06,46.87,C906,Germany
1379,INV2378,S992,Pen,44,2025-07-02,74.12,C117,Germany
1380,INV2379,S770,Eraser,21,2025-06-01,10.18,C868,India
1381,INV2380,S191,Pen,48,2025-12-19,4.95,C802,France
1382,INV2381,S563,Ruler,43,2025-01-08,33.63,C234,Germany
1383,INV2382,S154,Marker,37,2025-05-01,72.55,C420,France
1384,INV2383,S327,Notebook,44,2025-04-03,99.7,C359,India
1385,INV2384,S288,Marker,27,2025-07-10,29.25,C365,Germany
1386,INV2385,S942,Notebook,13,2025-12-06,28.78,C167,USA
1387,INV2386,S154,Ruler,10,2025-06-22,92.56,C814,Germany
1388,INV2387,S635,Pencil,1,2025-11-11,26.41,C533,India
1389,INV2388,S292,Notebook,36,2025-11-09,81.52,C246,UK
1390,INV2389,S627,Eraser,43,2025-11-29,6.92,C732,India
1391,INV2390,S898,Marker,17,2025-08-12,11.7,C978,India
1392,INV2391,S143,Eraser,40,2025-04-04,28.36,C402,UK
1393,INV2392,S567,Notebook,15,2025-01-03,46.37,C695,India
1394,INV2393,S788,Pencil,29,2025-10-03,70.74,C632,India
1395,INV2394,S562,Notebook,18,2025-01-23,31.45,C378,India
1396,INV2395,S130,Stapler,18,2025-05-27,78.29,C391,UK
1397,INV2396,S909,Notebook,22,2025-04-12,87.85,C727,USA
1398,INV2397,S664,Pencil,22,2025-01-29,36.4,C169,UK
1399,INV2398,S166,Eraser,27,2025-06-21,43.06,C883,Germany
1400,INV2399,S634,Marker,30,2025-07-10,7.19,C894,UK
1401,INV2400,S606,Stapler,8,2025-11-26,95.45,C530,UK
1402,INV2401,S141,Marker,29,2025-10-01,49.89,C509,France
1403,INV2402,S815,Marker,37,2025-07-06,85.82,C269,Germany
1404,INV2403,S338,Marker,36,2025-04-08,27.2,C256,Germany
1405,INV2404,S506,Ruler,12,2025-11-18,92.32,C432,USA
1406,INV2405,S797,Ruler,20,2025-10-01,45.42,C128,France
1407,INV2406,S932,Eraser,30,2025-05-12,23.46,C562,France
1408,INV2407,S803,Pencil,44,2025-07-29,11.21,C266,India
1409,INV2408,S362,Marker,46,2025-02-28,79.7,C916,USA
1410,INV2409,S241,Pencil,5,2025-06-08,25.0,C595,USA
1411,INV2410,S684,Pen,21,2025-01-12,88.25,C969,USA
1412,INV2411,S278,Marker,1,2025-12-16,28.16,C904,Germany
1413,INV2412,S589,Pen,14,2025-01-20,33.08,C219,USA
1414,INV2413,S646,Stapler,33,2025-10-08,38.98,C717,USA
1415,INV2414,S679,Stapler,24,2025-06-10,28.79,C664,Germany
1416,INV2415,S424,Stapler,36,2025-09-01,89.34,C528,UK
1417,INV2416,S607,Ruler,9,2025-06-20,81.41,C289,France
1418,INV2417,S130,Pen,30,2025-12-10,80.26,C532,Germany
1419,INV2418,S178,Pencil,3,2025-11-17,32.02,C924,UK
1420,INV2419,S576,Stapler,30,2025-08-18,32.49,C124,France
1421,INV2420,S377,Pencil,2,2025-02-13,71.92,C546,UK
1422,INV2421,S854,Stapler,10,2025-05-10,57.76,C117,India
1423,INV2422,S919,Marker,1,2025-01-25,14.31,C851,France
1424,INV2423,S680,Pencil,12,2025-08-10,19.32,C220,India
1425,INV2424,S950,Eraser,9,2025-11-17,76.56,C382,India
1426,INV2425,S349,Marker,36,2025-11-23,54.92,C649,USA
1427,INV2426,S259,Pencil,42,2025-05-03,44.83,C410,UK
1428,INV2427,S444,Notebook,6,2025-05-12,98.16,C858,France
1429,INV2428,S794,Marker,41,2025-04-22,58.16,C910,India
1430,INV2429,S387,Pencil,48,2025-04-15,70.93,C432,France
1431,INV2430,S505,Pen,47,2025-02-26,63.26,C609,UK
1432,INV2431,S380,Stapler,1,2025-12-30,23.68,C764,USA
1433,INV2432,S207,Pen,41,2025-05-29,13.27,C474,Germany
1434,INV2433,S837,Pen,28,2025-06-17,97.17,C150,France
1435,INV2434,S962,Pencil,20,2025-07-06,35.51,C309,UK
1436,INV2435,S932,Marker,1,2025-01-07,72.66,C277,Germany
1437,INV2436,S867,Pencil,5,2025-01-21,13.23,C808,India
1438,INV2437,S581,Ruler,4,2025-01-27,90.31,C118,India
1439,INV2438,S548,Ruler,7,2025-08-24,76.66,C583,UK
1440,INV2439,S315,Notebook,10,2025-07-11,18.42,C249,France
1441,INV2440,S656,Ruler,25,2025-11-11,67.99,C477,USA
1442,INV2441,S114,Pencil,14,2025-08-31,2.85,C472,UK
1443,INV2442,S267,Pencil,31,2025-02-01,44.65,C800,Germany
1444,INV2443,S320,Ruler,23,2025-03-01,71.44,C867,France
1445,INV2444,S919,Eraser,25,2025-04-14,21.54,C319,Germany
1446,INV2445,S574,Pen,12,2025-10-28,75.77,C811,UK
1447,INV2446,S843,Eraser,47,2025-04-24,43.12,C230,Germany
1448,INV2447,S172,Pencil,47,2025-12-19,1.8,C559,USA
1449,INV2448,S228,Notebook,32,2025-01-08,39.94,C127,France
1450,INV2449,S849,Ruler,3,2025-03-28,94.66,C902,India
1451,INV2450,S205,Notebook,13,2025-04-15,50.38,C924,Germany
1452,INV2451,S840,Marker,50,2025-10-23,99.59,C215,UK
1453,INV2452,S368,Ruler,6,2025-01-21,84.79,C829,UK
1454,INV2453,S337,Ruler,1,2025-12-08,90.91,C367,Germany
1455,INV2454,S881,Marker,43,2025-05-10,61.83,C150,USA
1456,INV2455,S741,Marker,36,2025-04-23,45.85,C891,UK
1457,INV2456,S428,Eraser,49,2025-04-02,88.11,C812,India
1458,INV2457,S158,Pencil,33,2025-10-21,79.53,C716,Germany
1459,INV2458,S526,Stapler,10,2025-08-01,61.1,C167,India
1460,INV2459,S731,Stapler,36,2025-01-05,1.81,C853,India
1461,INV2460,S109,Ruler,21,2025-12-10,68.23,C284,France
1462,INV2461,S929,Notebook,4,2025-07-08,15.67,C393,India
1463,INV2462,S719,Ruler,2,2025-04-12,58.62,C649,Germany
1464,INV2463,S355,Stapler,50,2025-05-27,25.69,C862,France
1465,INV2464,S347,Stapler,19,2025-07-29,89.21,C998,France
1466,INV2465,S877,Notebook,18,2025-07-29,22.07,C855,India
1467,INV2466,S102,Notebook,7,2025-05-24,88.95,C311,Germany
1468,INV2467,S908,Eraser,46,2025-08-28,89.5,C585,USA
1469,INV2468,S918,Stapler,26,2025-01-06,34.04,C256,UK
1470,INV2469,S601,Stapler,42,2025-11-11,25.1,C770,UK
1471,INV2470,S622,Stapler,25,2025-07-12,29.16,C855,India
1472,INV2471,S698,Pen,49,2025-10-22,23.15,C379,India
1473,INV2472,S820,Marker,14,2025-02-16,6.38,C244,USA
1474,INV2473,S650,Marker,40,2025-07-25,26.42,C458,France
1475,INV2474,S274,Ruler,32,2025-03-12,17.73,C166,UK
1476,INV2475,S748,Eraser,15,2025-04-09,56.07,C912,Germany
1477,INV2476,S687,Eraser,4,2025-06-07,40.4,C481,Germany
1478,INV2477,S758,Stapler,20,2025-12-07,18.74,C541,USA
1479,INV2478,S165,Eraser,16,2025-09-18,72.57,C414,India
1480,INV2479,S552,Pen,49,2025-06-22,50.67,C495,France
1481,INV2480,S487,Ruler,44,2025-03-18,91.31,C120,India
1482,INV2481,S414,Eraser,18,2025-04-16,71.34,C970,Germany
1483,INV2482,S741,Marker,31,2025-05-29,8.32,C523,India
1484,INV2483,S939,Notebook,38,2025-12-03,33.74,C884,India
1485,INV2484,S623,Ruler,9,2025-05-03,79.6,C683,India
1486,INV2485,S215,Pen,7,2025-01-30,41.89,C712,India
1487,INV2486,S679,Eraser,50,2025-09-08,36.79,C660,Germany
1488,INV2487,S885,Pencil,39,2025-10-14,75.52,C548,Germany
1489,INV2488,S763,Eraser,23,2025-06-03,79.45,C198,India
1490,INV2489,S647,Stapler,48,2025-01-26,16.86,C571,UK
1491,INV2490,S445,Ruler,18,2025-04-26,30.57,C339,Germany
1492,INV2491,S355,Notebook,44,2025-04-01,38.94,C816,UK
1493,INV2492,S977,Pen,21,2025-04-24,68.11,C706,UK
1494,INV2493,S749,Ruler,29,2025-01-16,37.71,C157,UK
1495,INV2494,S323,Ruler,3,2025-12-31,99.91,C871,USA
1496,INV2495,S754,Stapler,31,2025-09-10,27.68,C738,Germany
1497,INV2496,S905,Notebook,21,2025-02-22,76.32,C543,Germany
1498,INV2497,S106,Ruler,29,2025-01-24,1.63,C143,Germany
1499,INV2498,S731,Pencil,37,2025-12-02,4.27,C348,Germany
1500,INV2499,S331,Eraser,13,2025-06-09,28.43,C359,UK
1501,INV2500,S389,Pen,20,2025-08-27,99.57,C762,France
1502,INV2501,S708,Notebook,48,2025-04-28,91.27,C983,France
1503,INV2502,S936,Ruler,34,2025-09-05,3.47,C213,India
1504,INV2503,S423,Eraser,47,2025-09-16,7.54,C302,France
1505,INV2504,S420,Pen,35,2025-12-06,74.08,C907,UK
1506,INV2505,S248,Notebook,10,2025-12-09,21.21,C262,India
1507,INV2506,S768,Pencil,11,2025-08-02,76.87,C821,Germany
1508,INV2507,S620,Marker,39,2025-11-22,35.89,C568,France
1509,INV2508,S636,Notebook,14,2025-02-20,61.62,C469,UK
1510,INV2509,S369,Pen,18,2025-12-12,59.51,C505,USA
1511,INV2510,S251,Pencil,32,2025-10-08,81.45,C177,India
1512,INV2511,S938,Ruler,15,2025-07-27,42.45,C447,Germany
1513,INV2512,S873,Marker,14,2025-08-08,17.18,C407,India
1514,INV2513,S476,Pen,32,2025-03-14,36.17,C656,India
1515,INV2514,S182,Stapler,9,2025-07-04,44.63,C534,USA
1516,INV2515,S194,Eraser,28,2025-09-28,94.47,C222,France
1517,INV2516,S302,Ruler,2,2025-07-08,47.91,C991,India
1518,INV2517,S380,Marker,45,2025-09-10,59.93,C180,France
1519,INV2518,S946,Pencil,14,2025-10-17,16.52,C116,France
1520,INV2519,S635,Pen,4,2025-08-06,51.93,C400,India
1521,INV2520,S863,Eraser,42,2025-07-13,21.18,C559,USA
1522,INV2521,S328,Pen,28,2025-04-01,42.37,C459,India
1523,INV2522,S940,Marker,22,2025-08-19,49.85,C999,France
1524,INV2523,S366,Notebook,25,2025-10-06,39.42,C403,Germany
1525,INV2524,S783,Ruler,29,2025-06-26,43.02,C295,UK
1526,INV2525,S613,Pen,23,2025-07-31,77.71,C764,France
1527,INV2526,S356,Eraser,44,2025-04-22,6.62,C659,India
1528,INV2527,S266,Pen,41,2025-03-08,97.24,C143,India
1529,INV2528,S553,Marker,9,2025-10-20,41.94,C173,France
1530,INV2529,S688,Pen,22,2025-02-21,9.55,C933,UK
1531,INV2530,S367,Notebook,27,2025-10-27,69.57,C992,France
1532,INV2531,S829,Eraser,28,2025-09-16,35.75,C809,USA
1533,INV2532,S403,Ruler,22,2025-11-09,93.84,C871,USA
1534,INV2533,S964,Pen,35,2025-11-17,70.57,C982,Germany
1535,INV2534,S119,Stapler,31,2025-12-24,80.64,C806,France
1536,INV2535,S535,Notebook,43,2025-10-26,18.8,C266,France
1537,INV2536,S392,Notebook,35,2025-04-02,94.13,C536,India
1538,INV2537,S327,Marker,21,2025-06-28,64.99,C958,Germany
1539,INV2538,S716,Marker,24,2025-04-16,74.66,C973,UK
1540,INV2539,S778,Notebook,36,2025-04-28,82.46,C924,India
1541,INV2540,S638,Notebook,31,2025-12-31,91.63,C817,France
1542,INV2541,S496,Pen,27,2025-09-21,47.65,C653,UK
1543,INV2542,S365,Ruler,47,2025-03-17,31.67,C732,USA
1544,INV2543,S666,Eraser,47,2025-09-06,64.96,C193,UK
1545,INV2544,S889,Pen,12,2025-10-31,5.07,C459,USA
1546,INV2545,S857,Pencil,48,2025-02-01,77.04,C835,India
1547,INV2546,S344,Pencil,30,2025-08-16,50.91,C142,India
1548,INV2547,S204,Pencil,32,2025-09-09,68.64,C460,Germany
1549,INV2548,S875,Stapler,9,2025-08-08,41.59,C768,India
1550,INV2549,S692,Ruler,40,2025-12-14,76.09,C309,UK
1551,INV2550,S434,Pencil,5,2025-06-19,53.3,C657,Germany
1552,INV2551,S487,Ruler,24,2025-09-06,50.74,C962,USA
1553,INV2552,S309,Pencil,8,2025-04-16,89.89,C727,USA
1554,INV2553,S552,Pen,48,2025-04-18,16.95,C976,UK
1555,INV2554,S451,Notebook,25,2025-05-23,23.57,C438,Germany
1556,INV2555,S298,Pen,32,2025-05-11,58.73,C396,UK
1557,INV2556,S627,Pen,21,2025-04-25,71.01,C289,USA
1558,INV2557,S705,Ruler,13,2025-04-12,69.9,C362,UK
1559,INV2558,S437,Notebook,4,2025-03-17,92.77,C264,USA
1560,INV2559,S821,Ruler,50,2025-04-01,1.77,C792,Germany
1561,INV2560,S501,Pencil,6,2025-07-23,91.28,C589,UK
1562,INV2561,S983,Notebook,12,2025-03-23,82.99,C270,Germany
1563,INV2562,S661,Stapler,27,2025-04-07,37.66,C971,USA
1564,INV2563,S481,Stapler,9,2025-01-06,15.43,C269,USA
1565,INV2564,S993,Pencil,49,2025-01-09,4.63,C619,UK
1566,INV2565,S800,Marker,23,2025-10-10,32.69,C252,France
1567,INV2566,S186,Pen,31,2025-12-01,92.28,C214,UK
1568,INV2567,S215,Stapler,28,2025-08-15,76.95,C785,Germany
1569,INV2568,S485,Eraser,12,2025-04-20,83.27,C922,UK
1570,INV2569,S164,Stapler,8,2025-08-05,7.13,C881,USA
1571,INV2570,S991,Marker,50,2025-08-08,76.23,C626,India
1572,INV2571,S926,Pencil,6,2025-08-07,83.48,C584,UK
1573,INV2572,S571,Marker,21,2025-04-04,10.65,C597,India
1574,INV2573,S403,Ruler,17,2025-10-14,7.34,C467,UK
1575,INV2574,S807,Eraser,47,2025-05-21,61.34,C118,India
1576,INV2575,S994,Ruler,47,2025-12-06,19.98,C412,France
1577,INV2576,S310,Pen,13,2025-11-07,93.44,C967,UK
1578,INV2577,S518,Ruler,31,2025-06-09,86.57,C920,USA
1579,INV2578,S203,Ruler,2,2025-03-22,28.04,C255,India
1580,INV2579,S999,Marker,3,2025-06-02,83.55,C173,India
1581,INV2580,S107,Eraser,37,2025-06-07,36.41,C424,India
1582,INV2581,S709,Pen,36,2025-11-13,77.08,C645,USA
1583,INV2582,S587,Ruler,33,2025-05-08,64.05,C920,India
1584,INV2583,S365,Notebook,13,2025-08-10,66.15,C445,USA
1585,INV2584,S151,Pencil,31,2025-03-31,26.94,C140,UK
1586,INV2585,S976,Pen,40,2025-05-14,6.39,C274,Germany
1587,INV2586,S164,Notebook,22,2025-08-09,86.91,C916,India
1588,INV2587,S157,Pen,44,2025-11-12,96.98,C680,USA
1589,INV2588,S144,Pen,37,2025-01-24,18.14,C369,France
